Sub_ID,Student_ID,Country,Age_Group,Education_Level,Plan_Type,Plan_Price_USD,Sub_Start_Date,Sub_End_Date,Sub_Start_Month,Sub_Start_Year,Churned,Churn_Reason,Churn_Date,Days_Active,Renewal_Number,Revenue_USD
SUB_07658,STU_06068,Canada,18-22,PhD,Monthly,9.99,2024-03-05,2024-04-04,2024-03,2024,No,,,30,1,9.99
SUB_07659,STU_06068,Canada,18-22,PhD,Monthly,9.99,2024-04-04,2024-05-04,2024-04,2024,No,,,30,2,9.99
SUB_07660,STU_06068,Canada,18-22,PhD,Monthly,9.99,2024-05-04,2024-05-15,2024-05,2024,Yes,Found Better Alternative,2024-05-15,11,3,3.66
SUB_07661,STU_06069,India,18-22,Postgraduate,Monthly,9.99,2024-06-12,2024-07-02,2024-06,2024,Yes,Found Better Alternative,2024-07-02,20,1,6.66
SUB_07662,STU_06070,India,18-22,Undergraduate,Monthly,9.99,2022-10-29,2022-11-13,2022-10,2022,Yes,Other,2022-11-13,15,1,5.0
SUB_07663,STU_06071,United States,23-27,Undergraduate,Quarterly,19.99,2024-01-01,2024-03-31,2024-01,2024,No,,,90,1,19.99
SUB_07664,STU_06071,United States,23-27,Undergraduate,Quarterly,19.99,2024-03-31,2024-06-29,2024-03,2024,No,,,90,2,19.99
SUB_07665,STU_06072,India,23-27,Other,Quarterly,19.99,2022-08-30,2022-11-28,2022-08,2022,No,,,90,1,19.99
SUB_07666,STU_06072,India,23-27,Other,Quarterly,19.99,2022-11-28,2023-02-26,2022-11,2022,No,,,90,2,19.99
SUB_07667,STU_06072,India,23-27,Other,Quarterly,19.99,2023-02-26,2023-05-27,2023-02,2023,No,,,90,3,19.99
SUB_07668,STU_06073,India,23-27,Undergraduate,Quarterly,19.99,2023-04-20,2023-04-26,2023-04,2023,Yes,Found Better Alternative,2023-04-26,6,1,1.33
SUB_07669,STU_06074,India,23-27,Undergraduate,Monthly,9.99,2023-09-14,2023-10-14,2023-09,2023,No,,,30,1,9.99
SUB_07670,STU_06074,India,23-27,Undergraduate,Monthly,9.99,2023-10-14,2023-11-13,2023-10,2023,No,,,30,2,9.99
SUB_07671,STU_06074,India,23-27,Undergraduate,Monthly,9.99,2023-11-13,2023-12-13,2023-11,2023,No,,,30,3,9.99
SUB_07672,STU_06075,United States,18-22,PhD,Quarterly,19.99,2023-04-29,2023-07-28,2023-04,2023,No,,,90,1,19.99
SUB_07673,STU_06075,United States,18-22,PhD,Quarterly,19.99,2023-07-28,2023-10-26,2023-07,2023,No,,,90,2,19.99
SUB_07674,STU_06078,United States,18-22,Postgraduate,Monthly,9.99,2024-01-17,2024-01-23,2024-01,2024,Yes,Found Better Alternative,2024-01-23,6,1,2.0
SUB_07675,STU_06079,Australia,18-22,Postgraduate,Annual,59.99,2023-10-04,2024-02-14,2023-10,2023,Yes,Exam Season Over,2024-02-14,133,1,21.86
SUB_07676,STU_06080,United States,18-22,Undergraduate,Monthly,9.99,2023-06-11,2023-07-11,2023-06,2023,No,,,30,1,9.99
SUB_07677,STU_06080,United States,18-22,Undergraduate,Monthly,9.99,2023-07-11,2023-08-08,2023-07,2023,Yes,Other,2023-08-08,28,2,9.32
SUB_07678,STU_06081,United States,23-27,Postgraduate,Monthly,9.99,2022-12-31,2023-01-30,2022-12,2022,No,,,30,1,9.99
SUB_07679,STU_06082,Canada,23-27,Other,Annual,59.99,2024-04-18,2025-04-18,2024-04,2024,No,,,365,1,59.99
SUB_07680,STU_06083,India,23-27,Postgraduate,Monthly,9.99,2022-09-11,2022-10-11,2022-09,2022,No,,,30,1,9.99
SUB_07681,STU_06083,India,23-27,Postgraduate,Monthly,9.99,2022-10-11,2022-11-10,2022-10,2022,No,,,30,2,9.99
SUB_07682,STU_06083,India,23-27,Postgraduate,Monthly,9.99,2022-11-10,2022-12-10,2022-11,2022,No,,,30,3,9.99
SUB_07683,STU_06083,India,23-27,Postgraduate,Monthly,9.99,2022-12-10,2023-01-09,2022-12,2022,No,,,30,4,9.99
SUB_07684,STU_06084,India,28+,Undergraduate,Monthly,9.99,2024-02-13,2024-02-17,2024-02,2024,Yes,Found Better Alternative,2024-02-17,4,1,1.33
SUB_07685,STU_06085,India,18-22,Undergraduate,Monthly,9.99,2023-08-26,2023-09-25,2023-08,2023,No,,,30,1,9.99
SUB_07686,STU_06085,India,18-22,Undergraduate,Monthly,9.99,2023-09-25,2023-10-13,2023-09,2023,Yes,Price Too High,2023-10-13,18,2,5.99
SUB_07687,STU_06086,Others,18-22,PhD,Annual,59.99,2022-09-06,2023-09-06,2022-09,2022,No,,,365,1,59.99
SUB_07688,STU_06088,United States,23-27,Undergraduate,Quarterly,19.99,2022-08-21,2022-11-19,2022-08,2022,No,,,90,1,19.99
SUB_07689,STU_06088,United States,23-27,Undergraduate,Quarterly,19.99,2022-11-19,2023-02-17,2022-11,2022,No,,,90,2,19.99
SUB_07690,STU_06089,Canada,18-22,Undergraduate,Monthly,9.99,2022-10-22,2022-11-21,2022-10,2022,No,,,30,1,9.99
SUB_07691,STU_06089,Canada,18-22,Undergraduate,Monthly,9.99,2022-11-21,2022-12-21,2022-11,2022,No,,,30,2,9.99
SUB_07692,STU_06089,Canada,18-22,Undergraduate,Monthly,9.99,2022-12-21,2023-01-20,2022-12,2022,No,,,30,3,9.99
SUB_07693,STU_06090,United Kingdom,18-22,Undergraduate,Monthly,9.99,2024-05-15,2024-06-08,2024-05,2024,Yes,Exam Season Over,2024-06-08,24,1,7.99
SUB_07694,STU_06091,United States,28+,Postgraduate,Monthly,9.99,2022-08-13,2022-09-12,2022-08,2022,No,,,30,1,9.99
SUB_07695,STU_06091,United States,28+,Postgraduate,Monthly,9.99,2022-09-12,2022-10-12,2022-09,2022,No,,,30,2,9.99
SUB_07696,STU_06093,United States,18-22,Postgraduate,Monthly,9.99,2023-03-23,2023-03-26,2023-03,2023,Yes,Exam Season Over,2023-03-26,3,1,1.0
SUB_07697,STU_06094,India,23-27,Postgraduate,Quarterly,19.99,2024-05-07,2024-07-04,2024-05,2024,Yes,Not Useful Anymore,2024-07-04,58,1,12.88
SUB_07698,STU_06095,India,18-22,Undergraduate,Quarterly,19.99,2022-09-15,2022-12-14,2022-09,2022,No,,,90,1,19.99
SUB_07699,STU_06096,United States,23-27,Postgraduate,Monthly,9.99,2023-04-05,2023-05-05,2023-04,2023,No,,,30,1,9.99
SUB_07700,STU_06096,United States,23-27,Postgraduate,Monthly,9.99,2023-05-05,2023-05-22,2023-05,2023,Yes,Technical Issues,2023-05-22,17,2,5.66
SUB_07701,STU_06098,Others,23-27,Undergraduate,Monthly,9.99,2022-09-17,2022-10-06,2022-09,2022,Yes,Price Too High,2022-10-06,19,1,6.33
SUB_07702,STU_06099,India,18-22,Undergraduate,Monthly,9.99,2023-11-16,2023-11-22,2023-11,2023,Yes,Found Better Alternative,2023-11-22,6,1,2.0
SUB_07703,STU_06100,United States,18-22,Undergraduate,Monthly,9.99,2023-08-05,2023-09-02,2023-08,2023,Yes,Not Useful Anymore,2023-09-02,28,1,9.32
SUB_07704,STU_06101,Others,23-27,Undergraduate,Monthly,9.99,2023-04-13,2023-05-13,2023-04,2023,No,,,30,1,9.99
SUB_07705,STU_06102,United States,18-22,PhD,Quarterly,19.99,2023-08-13,2023-11-11,2023-08,2023,No,,,90,1,19.99
SUB_07706,STU_06102,United States,18-22,PhD,Quarterly,19.99,2023-11-11,2024-01-10,2023-11,2023,Yes,Not Useful Anymore,2024-01-10,60,2,13.33
SUB_07707,STU_06103,Canada,18-22,Undergraduate,Quarterly,19.99,2022-10-20,2023-01-18,2022-10,2022,No,,,90,1,19.99
SUB_07708,STU_06104,India,28+,Other,Monthly,9.99,2022-12-25,2023-01-24,2022-12,2022,No,,,30,1,9.99
SUB_07709,STU_06104,India,28+,Other,Monthly,9.99,2023-01-24,2023-02-23,2023-01,2023,No,,,30,2,9.99
SUB_07710,STU_06104,India,28+,Other,Monthly,9.99,2023-02-23,2023-03-25,2023-02,2023,No,,,30,3,9.99
SUB_07711,STU_06104,India,28+,Other,Monthly,9.99,2023-03-25,2023-03-30,2023-03,2023,Yes,Price Too High,2023-03-30,5,4,1.67
SUB_07712,STU_06105,India,23-27,Undergraduate,Quarterly,19.99,2024-02-23,2024-05-11,2024-02,2024,Yes,Found Better Alternative,2024-05-11,78,1,17.32
SUB_07713,STU_06106,United States,23-27,Undergraduate,Monthly,9.99,2024-01-25,2024-02-12,2024-01,2024,Yes,Not Useful Anymore,2024-02-12,18,1,5.99
SUB_07714,STU_06107,United States,23-27,Postgraduate,Quarterly,19.99,2023-07-09,2023-10-07,2023-07,2023,No,,,90,1,19.99
SUB_07715,STU_06107,United States,23-27,Postgraduate,Quarterly,19.99,2023-10-07,2023-10-30,2023-10,2023,Yes,Price Too High,2023-10-30,23,2,5.11
SUB_07716,STU_06108,United States,18-22,Undergraduate,Monthly,9.99,2024-03-24,2024-04-23,2024-03,2024,No,,,30,1,9.99
SUB_07717,STU_06108,United States,18-22,Undergraduate,Monthly,9.99,2024-04-23,2024-04-27,2024-04,2024,Yes,Price Too High,2024-04-27,4,2,1.33
SUB_07718,STU_06109,India,23-27,Undergraduate,Monthly,9.99,2022-08-21,2022-09-01,2022-08,2022,Yes,Exam Season Over,2022-09-01,11,1,3.66
SUB_07719,STU_06110,India,18-22,Postgraduate,Monthly,9.99,2022-12-16,2023-01-06,2022-12,2022,Yes,Not Useful Anymore,2023-01-06,21,1,6.99
SUB_07720,STU_06111,India,18-22,Undergraduate,Monthly,9.99,2023-02-12,2023-03-14,2023-02,2023,No,,,30,1,9.99
SUB_07721,STU_06111,India,18-22,Undergraduate,Monthly,9.99,2023-03-14,2023-04-13,2023-03,2023,No,,,30,2,9.99
SUB_07722,STU_06111,India,18-22,Undergraduate,Monthly,9.99,2023-04-13,2023-05-05,2023-04,2023,Yes,Exam Season Over,2023-05-05,22,3,7.33
SUB_07723,STU_06112,India,18-22,Other,Monthly,9.99,2022-06-24,2022-07-24,2022-06,2022,No,,,30,1,9.99
SUB_07724,STU_06112,India,18-22,Other,Monthly,9.99,2022-07-24,2022-08-23,2022-07,2022,No,,,30,2,9.99
SUB_07725,STU_06112,India,18-22,Other,Monthly,9.99,2022-08-23,2022-09-22,2022-08,2022,No,,,30,3,9.99
SUB_07726,STU_06113,Canada,18-22,Other,Monthly,9.99,2023-11-21,2023-12-06,2023-11,2023,Yes,Found Better Alternative,2023-12-06,15,1,5.0
SUB_07727,STU_06114,United States,18-22,Undergraduate,Monthly,9.99,2023-07-06,2023-08-05,2023-07,2023,No,,,30,1,9.99
SUB_07728,STU_06114,United States,18-22,Undergraduate,Monthly,9.99,2023-08-05,2023-08-12,2023-08,2023,Yes,Found Better Alternative,2023-08-12,7,2,2.33
SUB_07729,STU_06115,India,18-22,Undergraduate,Monthly,9.99,2023-01-05,2023-02-04,2023-01,2023,No,,,30,1,9.99
SUB_07730,STU_06115,India,18-22,Undergraduate,Monthly,9.99,2023-02-04,2023-03-06,2023-02,2023,No,,,30,2,9.99
SUB_07731,STU_06115,India,18-22,Undergraduate,Monthly,9.99,2023-03-06,2023-04-05,2023-03,2023,No,,,30,3,9.99
SUB_07732,STU_06116,United States,18-22,Postgraduate,Quarterly,19.99,2023-10-18,2024-01-16,2023-10,2023,No,,,90,1,19.99
SUB_07733,STU_06116,United States,18-22,Postgraduate,Quarterly,19.99,2024-01-16,2024-04-15,2024-01,2024,No,,,90,2,19.99
SUB_07734,STU_06117,United Kingdom,18-22,Undergraduate,Annual,59.99,2023-05-09,2024-05-08,2023-05,2023,No,,,365,1,59.99
SUB_07735,STU_06118,India,23-27,Undergraduate,Monthly,9.99,2022-08-02,2022-09-01,2022-08,2022,No,,,30,1,9.99
SUB_07736,STU_06118,India,23-27,Undergraduate,Monthly,9.99,2022-09-01,2022-09-24,2022-09,2022,Yes,Found Better Alternative,2022-09-24,23,2,7.66
SUB_07737,STU_06119,United Kingdom,18-22,Undergraduate,Annual,59.99,2023-04-26,2024-04-25,2023-04,2023,No,,,365,1,59.99
SUB_07738,STU_06120,United States,18-22,Postgraduate,Annual,59.99,2022-12-30,2023-12-30,2022-12,2022,No,,,365,1,59.99
SUB_07739,STU_06121,India,23-27,Postgraduate,Quarterly,19.99,2023-08-16,2023-11-01,2023-08,2023,Yes,Price Too High,2023-11-01,77,1,17.1
SUB_07740,STU_06122,India,28+,PhD,Annual,59.99,2023-12-20,2024-12-19,2023-12,2023,No,,,365,1,59.99
SUB_07741,STU_06123,United States,28+,Other,Monthly,9.99,2023-05-19,2023-06-05,2023-05,2023,Yes,Found Better Alternative,2023-06-05,17,1,5.66
SUB_07742,STU_06124,Australia,28+,PhD,Monthly,9.99,2023-01-03,2023-02-02,2023-01,2023,No,,,30,1,9.99
SUB_07743,STU_06124,Australia,28+,PhD,Monthly,9.99,2023-02-02,2023-03-04,2023-02,2023,No,,,30,2,9.99
SUB_07744,STU_06124,Australia,28+,PhD,Monthly,9.99,2023-03-04,2023-04-03,2023-03,2023,No,,,30,3,9.99
SUB_07745,STU_06124,Australia,28+,PhD,Monthly,9.99,2023-04-03,2023-05-03,2023-04,2023,No,,,30,4,9.99
SUB_07746,STU_06125,United States,18-22,Undergraduate,Monthly,9.99,2022-12-11,2023-01-10,2022-12,2022,No,,,30,1,9.99
SUB_07747,STU_06125,United States,18-22,Undergraduate,Monthly,9.99,2023-01-10,2023-01-14,2023-01,2023,Yes,Price Too High,2023-01-14,4,2,1.33
SUB_07748,STU_06126,United States,18-22,Undergraduate,Monthly,9.99,2023-01-21,2023-02-20,2023-01,2023,No,,,30,1,9.99
SUB_07749,STU_06127,India,18-22,Undergraduate,Quarterly,19.99,2024-03-11,2024-06-05,2024-03,2024,Yes,Found Better Alternative,2024-06-05,86,1,19.1
SUB_07750,STU_06128,United States,18-22,Undergraduate,Annual,59.99,2023-05-13,2024-05-12,2023-05,2023,No,,,365,1,59.99
SUB_07751,STU_06129,India,18-22,Postgraduate,Quarterly,19.99,2024-02-27,2024-04-02,2024-02,2024,Yes,Found Better Alternative,2024-04-02,35,1,7.77
SUB_07752,STU_06130,United States,18-22,Postgraduate,Monthly,9.99,2023-02-12,2023-03-07,2023-02,2023,Yes,Other,2023-03-07,23,1,7.66
SUB_07753,STU_06131,India,23-27,Postgraduate,Monthly,9.99,2024-04-30,2024-05-06,2024-04,2024,Yes,Technical Issues,2024-05-06,6,1,2.0
SUB_07754,STU_06132,India,23-27,Undergraduate,Quarterly,19.99,2024-05-20,2024-08-18,2024-05,2024,No,,,90,1,19.99
SUB_07755,STU_06134,India,28+,Undergraduate,Monthly,9.99,2022-08-27,2022-09-17,2022-08,2022,Yes,Found Better Alternative,2022-09-17,21,1,6.99
SUB_07756,STU_06135,India,23-27,Undergraduate,Monthly,9.99,2024-03-15,2024-04-10,2024-03,2024,Yes,Exam Season Over,2024-04-10,26,1,8.66
SUB_07757,STU_06136,Others,18-22,Postgraduate,Monthly,9.99,2024-02-21,2024-03-12,2024-02,2024,Yes,Found Better Alternative,2024-03-12,20,1,6.66
SUB_07758,STU_06137,India,18-22,Postgraduate,Annual,59.99,2024-06-25,2025-06-25,2024-06,2024,No,,,365,1,59.99
SUB_07759,STU_06138,India,18-22,Undergraduate,Annual,59.99,2024-02-02,2025-02-01,2024-02,2024,No,,,365,1,59.99
SUB_07760,STU_06139,India,28+,Undergraduate,Quarterly,19.99,2023-05-24,2023-08-09,2023-05,2023,Yes,Price Too High,2023-08-09,77,1,17.1
SUB_07761,STU_06140,India,23-27,Undergraduate,Quarterly,19.99,2023-07-29,2023-09-02,2023-07,2023,Yes,Exam Season Over,2023-09-02,35,1,7.77
SUB_07762,STU_06141,United Kingdom,28+,Other,Quarterly,19.99,2024-04-18,2024-06-07,2024-04,2024,Yes,Price Too High,2024-06-07,50,1,11.11
SUB_07763,STU_06142,United States,18-22,Postgraduate,Quarterly,19.99,2023-03-26,2023-06-24,2023-03,2023,No,,,90,1,19.99
SUB_07764,STU_06143,United States,28+,Other,Annual,59.99,2023-05-05,2024-05-04,2023-05,2023,No,,,365,1,59.99
SUB_07765,STU_06144,Australia,23-27,Undergraduate,Quarterly,19.99,2023-02-15,2023-03-28,2023-02,2023,Yes,Found Better Alternative,2023-03-28,41,1,9.11
SUB_07766,STU_06145,Others,28+,Postgraduate,Quarterly,19.99,2024-06-26,2024-07-17,2024-06,2024,Yes,Exam Season Over,2024-07-17,21,1,4.66
SUB_07767,STU_06147,United States,23-27,Postgraduate,Quarterly,19.99,2023-01-05,2023-04-05,2023-01,2023,No,,,90,1,19.99
SUB_07768,STU_06149,India,23-27,Undergraduate,Monthly,9.99,2022-09-14,2022-10-14,2022-09,2022,No,,,30,1,9.99
SUB_07769,STU_06149,India,23-27,Undergraduate,Monthly,9.99,2022-10-14,2022-11-13,2022-10,2022,No,,,30,2,9.99
SUB_07770,STU_06149,India,23-27,Undergraduate,Monthly,9.99,2022-11-13,2022-12-13,2022-11,2022,No,,,30,3,9.99
SUB_07771,STU_06150,India,18-22,Postgraduate,Monthly,9.99,2024-05-10,2024-06-05,2024-05,2024,Yes,Found Better Alternative,2024-06-05,26,1,8.66
SUB_07772,STU_06151,India,23-27,Undergraduate,Monthly,9.99,2023-09-18,2023-10-01,2023-09,2023,Yes,Exam Season Over,2023-10-01,13,1,4.33
SUB_07773,STU_06152,United States,23-27,Postgraduate,Quarterly,19.99,2024-03-27,2024-06-25,2024-03,2024,No,,,90,1,19.99
SUB_07774,STU_06152,United States,23-27,Postgraduate,Quarterly,19.99,2024-06-25,2024-09-23,2024-06,2024,No,,,90,2,19.99
SUB_07775,STU_06153,United States,18-22,Undergraduate,Quarterly,19.99,2024-01-20,2024-04-19,2024-01,2024,No,,,90,1,19.99
SUB_07776,STU_06153,United States,18-22,Undergraduate,Quarterly,19.99,2024-04-19,2024-07-18,2024-04,2024,No,,,90,2,19.99
SUB_07777,STU_06154,India,18-22,Undergraduate,Annual,59.99,2022-06-29,2023-06-29,2022-06,2022,No,,,365,1,59.99
SUB_07778,STU_06155,India,23-27,Undergraduate,Annual,59.99,2023-07-19,2024-07-18,2023-07,2023,No,,,365,1,59.99
SUB_07779,STU_06156,India,23-27,Undergraduate,Monthly,9.99,2022-06-18,2022-07-18,2022-06,2022,No,,,30,1,9.99
SUB_07780,STU_06156,India,23-27,Undergraduate,Monthly,9.99,2022-07-18,2022-08-03,2022-07,2022,Yes,Found Better Alternative,2022-08-03,16,2,5.33
SUB_07781,STU_06157,United States,23-27,Undergraduate,Annual,59.99,2023-01-04,2024-01-04,2023-01,2023,No,,,365,1,59.99
SUB_07782,STU_06158,United States,18-22,Undergraduate,Monthly,9.99,2023-01-17,2023-02-16,2023-01,2023,No,,,30,1,9.99
SUB_07783,STU_06158,United States,18-22,Undergraduate,Monthly,9.99,2023-02-16,2023-03-18,2023-02,2023,No,,,30,2,9.99
SUB_07784,STU_06158,United States,18-22,Undergraduate,Monthly,9.99,2023-03-18,2023-04-17,2023-03,2023,No,,,30,3,9.99
SUB_07785,STU_06160,United States,18-22,Undergraduate,Monthly,9.99,2023-02-09,2023-02-23,2023-02,2023,Yes,Technical Issues,2023-02-23,14,1,4.66
SUB_07786,STU_06161,India,18-22,Undergraduate,Monthly,9.99,2022-10-23,2022-11-22,2022-10,2022,No,,,30,1,9.99
SUB_07787,STU_06161,India,18-22,Undergraduate,Monthly,9.99,2022-11-22,2022-11-29,2022-11,2022,Yes,Not Useful Anymore,2022-11-29,7,2,2.33
SUB_07788,STU_06162,India,28+,Undergraduate,Monthly,9.99,2022-12-12,2023-01-11,2022-12,2022,No,,,30,1,9.99
SUB_07789,STU_06162,India,28+,Undergraduate,Monthly,9.99,2023-01-11,2023-02-10,2023-01,2023,No,,,30,2,9.99
SUB_07790,STU_06162,India,28+,Undergraduate,Monthly,9.99,2023-02-10,2023-03-12,2023-02,2023,No,,,30,3,9.99
SUB_07791,STU_06163,Canada,23-27,Postgraduate,Quarterly,19.99,2023-11-16,2024-02-14,2023-11,2023,No,,,90,1,19.99
SUB_07792,STU_06163,Canada,23-27,Postgraduate,Quarterly,19.99,2024-02-14,2024-05-14,2024-02,2024,No,,,90,2,19.99
SUB_07793,STU_06164,United Kingdom,18-22,PhD,Monthly,9.99,2022-09-22,2022-10-22,2022-09,2022,No,,,30,1,9.99
SUB_07794,STU_06166,United States,23-27,Other,Monthly,9.99,2022-07-08,2022-08-07,2022-07,2022,No,,,30,1,9.99
SUB_07795,STU_06166,United States,23-27,Other,Monthly,9.99,2022-08-07,2022-09-03,2022-08,2022,Yes,Found Better Alternative,2022-09-03,27,2,8.99
SUB_07796,STU_06167,India,18-22,Undergraduate,Monthly,9.99,2024-06-15,2024-06-21,2024-06,2024,Yes,Found Better Alternative,2024-06-21,6,1,2.0
SUB_07797,STU_06168,India,23-27,Other,Quarterly,19.99,2024-01-27,2024-02-12,2024-01,2024,Yes,Found Better Alternative,2024-02-12,16,1,3.55
SUB_07798,STU_06169,India,23-27,Other,Monthly,9.99,2023-01-29,2023-02-28,2023-01,2023,No,,,30,1,9.99
SUB_07799,STU_06169,India,23-27,Other,Monthly,9.99,2023-02-28,2023-03-19,2023-02,2023,Yes,Found Better Alternative,2023-03-19,19,2,6.33
SUB_07800,STU_06170,India,18-22,Undergraduate,Monthly,9.99,2023-01-23,2023-02-01,2023-01,2023,Yes,Price Too High,2023-02-01,9,1,3.0
SUB_07801,STU_06171,United States,23-27,Postgraduate,Monthly,9.99,2023-12-14,2023-12-31,2023-12,2023,Yes,Found Better Alternative,2023-12-31,17,1,5.66
SUB_07802,STU_06172,Others,23-27,Undergraduate,Quarterly,19.99,2022-09-07,2022-10-18,2022-09,2022,Yes,Exam Season Over,2022-10-18,41,1,9.11
SUB_07803,STU_06173,United States,18-22,Postgraduate,Monthly,9.99,2022-07-12,2022-07-21,2022-07,2022,Yes,Price Too High,2022-07-21,9,1,3.0
SUB_07804,STU_06174,India,23-27,PhD,Quarterly,19.99,2024-01-25,2024-03-16,2024-01,2024,Yes,Price Too High,2024-03-16,51,1,11.33
SUB_07805,STU_06175,India,23-27,Undergraduate,Monthly,9.99,2022-10-26,2022-11-25,2022-10,2022,No,,,30,1,9.99
SUB_07806,STU_06176,India,23-27,PhD,Quarterly,19.99,2023-08-19,2023-11-17,2023-08,2023,No,,,90,1,19.99
SUB_07807,STU_06177,Canada,28+,PhD,Monthly,9.99,2023-05-21,2023-06-20,2023-05,2023,No,,,30,1,9.99
SUB_07808,STU_06177,Canada,28+,PhD,Monthly,9.99,2023-06-20,2023-07-20,2023-06,2023,No,,,30,2,9.99
SUB_07809,STU_06177,Canada,28+,PhD,Monthly,9.99,2023-07-20,2023-08-19,2023-07,2023,No,,,30,3,9.99
SUB_07810,STU_06177,Canada,28+,PhD,Monthly,9.99,2023-08-19,2023-09-12,2023-08,2023,Yes,Other,2023-09-12,24,4,7.99
SUB_07811,STU_06178,United States,23-27,PhD,Quarterly,19.99,2022-06-23,2022-09-21,2022-06,2022,No,,,90,1,19.99
SUB_07812,STU_06179,India,23-27,Postgraduate,Quarterly,19.99,2023-10-08,2024-01-06,2023-10,2023,No,,,90,1,19.99
SUB_07813,STU_06180,India,18-22,Postgraduate,Monthly,9.99,2023-01-05,2023-01-14,2023-01,2023,Yes,Not Useful Anymore,2023-01-14,9,1,3.0
SUB_07814,STU_06181,United Kingdom,23-27,Undergraduate,Monthly,9.99,2024-05-15,2024-06-14,2024-05,2024,No,,,30,1,9.99
SUB_07815,STU_06181,United Kingdom,23-27,Undergraduate,Monthly,9.99,2024-06-14,2024-06-22,2024-06,2024,Yes,Found Better Alternative,2024-06-22,8,2,2.66
SUB_07816,STU_06182,Canada,23-27,Undergraduate,Annual,59.99,2022-11-24,2023-11-24,2022-11,2022,No,,,365,1,59.99
SUB_07817,STU_06183,India,18-22,PhD,Annual,59.99,2023-05-01,2023-07-31,2023-05,2023,Yes,Not Useful Anymore,2023-07-31,91,1,14.96
SUB_07818,STU_06184,India,18-22,Undergraduate,Annual,59.99,2023-08-19,2024-08-18,2023-08,2023,No,,,365,1,59.99
SUB_07819,STU_06185,India,23-27,PhD,Quarterly,19.99,2024-02-05,2024-03-04,2024-02,2024,Yes,Found Better Alternative,2024-03-04,28,1,6.22
SUB_07820,STU_06186,United Kingdom,28+,Undergraduate,Quarterly,19.99,2022-10-28,2023-01-26,2022-10,2022,No,,,90,1,19.99
SUB_07821,STU_06186,United Kingdom,28+,Undergraduate,Quarterly,19.99,2023-01-26,2023-04-26,2023-01,2023,No,,,90,2,19.99
SUB_07822,STU_06186,United Kingdom,28+,Undergraduate,Quarterly,19.99,2023-04-26,2023-07-18,2023-04,2023,Yes,Found Better Alternative,2023-07-18,83,3,18.44
SUB_07823,STU_06187,India,18-22,Undergraduate,Quarterly,19.99,2023-09-25,2023-12-01,2023-09,2023,Yes,Found Better Alternative,2023-12-01,67,1,14.88
SUB_07824,STU_06188,India,28+,Undergraduate,Monthly,9.99,2022-12-10,2023-01-09,2022-12,2022,No,,,30,1,9.99
SUB_07825,STU_06188,India,28+,Undergraduate,Monthly,9.99,2023-01-09,2023-02-08,2023-01,2023,No,,,30,2,9.99
SUB_07826,STU_06188,India,28+,Undergraduate,Monthly,9.99,2023-02-08,2023-03-10,2023-02,2023,No,,,30,3,9.99
SUB_07827,STU_06189,United States,23-27,Postgraduate,Quarterly,19.99,2023-12-23,2024-03-22,2023-12,2023,No,,,90,1,19.99
SUB_07828,STU_06189,United States,23-27,Postgraduate,Quarterly,19.99,2024-03-22,2024-06-09,2024-03,2024,Yes,Found Better Alternative,2024-06-09,79,2,17.55
SUB_07829,STU_06190,Australia,18-22,Undergraduate,Annual,59.99,2024-04-26,2024-06-29,2024-04,2024,Yes,Price Too High,2024-06-29,64,1,10.52
SUB_07830,STU_06191,India,28+,Undergraduate,Quarterly,19.99,2023-08-05,2023-11-03,2023-08,2023,No,,,90,1,19.99
SUB_07831,STU_06192,United States,18-22,Undergraduate,Monthly,9.99,2024-05-26,2024-06-03,2024-05,2024,Yes,Other,2024-06-03,8,1,2.66
SUB_07832,STU_06194,Others,18-22,Postgraduate,Quarterly,19.99,2022-11-08,2023-02-06,2022-11,2022,No,,,90,1,19.99
SUB_07833,STU_06194,Others,18-22,Postgraduate,Quarterly,19.99,2023-02-06,2023-05-07,2023-02,2023,No,,,90,2,19.99
SUB_07834,STU_06195,Others,23-27,PhD,Quarterly,19.99,2024-01-14,2024-04-13,2024-01,2024,No,,,90,1,19.99
SUB_07835,STU_06196,United Kingdom,18-22,Undergraduate,Quarterly,19.99,2022-09-21,2022-12-20,2022-09,2022,No,,,90,1,19.99
SUB_07836,STU_06197,Canada,18-22,Undergraduate,Annual,59.99,2023-12-24,2024-04-26,2023-12,2023,Yes,Technical Issues,2024-04-26,124,1,20.38
SUB_07837,STU_06198,United States,18-22,Undergraduate,Monthly,9.99,2022-07-22,2022-08-21,2022-07,2022,No,,,30,1,9.99
SUB_07838,STU_06198,United States,18-22,Undergraduate,Monthly,9.99,2022-08-21,2022-09-20,2022-08,2022,No,,,30,2,9.99
SUB_07839,STU_06198,United States,18-22,Undergraduate,Monthly,9.99,2022-09-20,2022-10-20,2022-09,2022,No,,,30,3,9.99
SUB_07840,STU_06199,Others,23-27,Postgraduate,Quarterly,19.99,2022-06-29,2022-09-27,2022-06,2022,No,,,90,1,19.99
SUB_07841,STU_06199,Others,23-27,Postgraduate,Quarterly,19.99,2022-09-27,2022-12-26,2022-09,2022,No,,,90,2,19.99
SUB_07842,STU_06200,India,18-22,Postgraduate,Annual,59.99,2024-02-04,2025-02-03,2024-02,2024,No,,,365,1,59.99
