Student_ID,Country,Age_Group,Education_Level,Acquisition_Source,Registration_Date,Registration_Month,Registration_Year,Month_Label,Is_Active
STU_04369,India,23-27,Postgraduate,Organic Search,2023-08-19,8,2023,2023-08,1
STU_04370,India,23-27,PhD,Organic Search,2024-05-18,5,2024,2024-05,0
STU_04371,United States,18-22,Undergraduate,Paid Ad,2023-08-18,8,2023,2023-08,1
STU_04372,Others,18-22,Postgraduate,Referral,2022-06-27,6,2022,2022-06,0
STU_04373,India,18-22,PhD,Paid Ad,2023-09-02,9,2023,2023-09,1
STU_04374,United States,18-22,Postgraduate,Paid Ad,2022-06-01,6,2022,2022-06,1
STU_04375,India,23-27,Undergraduate,Social Media,2022-09-07,9,2022,2022-09,0
STU_04376,India,18-22,Other,Referral,2022-12-27,12,2022,2022-12,0
STU_04377,United States,18-22,PhD,Email Campaign,2023-08-20,8,2023,2023-08,1
STU_04378,United States,23-27,Undergraduate,Referral,2022-06-18,6,2022,2022-06,0
STU_04379,United States,18-22,Undergraduate,Referral,2023-01-21,1,2023,2023-01,0
STU_04380,United Kingdom,18-22,Undergraduate,Referral,2022-11-30,11,2022,2022-11,0
STU_04381,United Kingdom,18-22,Other,Social Media,2023-05-06,5,2023,2023-05,1
STU_04382,Canada,23-27,PhD,Email Campaign,2024-04-29,4,2024,2024-04,1
STU_04383,United Kingdom,28+,Undergraduate,Email Campaign,2022-11-24,11,2022,2022-11,1
STU_04384,United Kingdom,18-22,Postgraduate,Paid Ad,2023-07-27,7,2023,2023-07,0
STU_04385,Canada,28+,Postgraduate,Organic Search,2023-07-22,7,2023,2023-07,1
STU_04386,India,28+,Undergraduate,Organic Search,2023-01-13,1,2023,2023-01,0
STU_04387,United States,18-22,Undergraduate,Email Campaign,2023-08-24,8,2023,2023-08,1
STU_04388,India,18-22,Other,Social Media,2022-12-31,12,2022,2022-12,1
STU_04389,United States,18-22,Undergraduate,Paid Ad,2024-05-26,5,2024,2024-05,0
STU_04390,India,18-22,Other,Referral,2023-07-02,7,2023,2023-07,1
STU_04391,United States,18-22,Postgraduate,Paid Ad,2023-04-08,4,2023,2023-04,0
STU_04392,United States,23-27,Undergraduate,Paid Ad,2023-06-22,6,2023,2023-06,0
STU_04393,India,18-22,Postgraduate,Organic Search,2022-11-02,11,2022,2022-11,0
STU_04394,Australia,18-22,Undergraduate,Organic Search,2024-06-30,6,2024,2024-06,1
STU_04395,Canada,23-27,PhD,Organic Search,2023-03-14,3,2023,2023-03,1
STU_04396,India,28+,Undergraduate,Organic Search,2022-10-18,10,2022,2022-10,1
STU_04397,Australia,23-27,PhD,Paid Ad,2024-02-19,2,2024,2024-02,1
STU_04398,Others,28+,Postgraduate,Referral,2023-10-21,10,2023,2023-10,1
STU_04399,Canada,23-27,Undergraduate,Paid Ad,2023-03-20,3,2023,2023-03,1
STU_04400,United Kingdom,28+,PhD,Email Campaign,2023-09-14,9,2023,2023-09,0
STU_04401,India,18-22,Undergraduate,Organic Search,2023-10-01,10,2023,2023-10,0
STU_04402,Others,23-27,Undergraduate,Organic Search,2022-06-24,6,2022,2022-06,0
STU_04403,India,18-22,Undergraduate,Paid Ad,2023-05-26,5,2023,2023-05,1
STU_04404,India,23-27,Postgraduate,Referral,2022-12-30,12,2022,2022-12,1
STU_04405,United States,23-27,Undergraduate,Paid Ad,2023-03-12,3,2023,2023-03,1
STU_04406,United States,23-27,Undergraduate,Paid Ad,2023-02-03,2,2023,2023-02,0
STU_04407,United States,18-22,Undergraduate,Email Campaign,2023-05-08,5,2023,2023-05,0
STU_04408,India,18-22,Other,Referral,2024-04-24,4,2024,2024-04,0
STU_04409,United Kingdom,28+,Undergraduate,Paid Ad,2024-04-18,4,2024,2024-04,0
STU_04410,United States,18-22,Postgraduate,Social Media,2024-01-06,1,2024,2024-01,1
STU_04411,India,18-22,Undergraduate,Referral,2024-04-12,4,2024,2024-04,1
STU_04412,United States,18-22,Undergraduate,Organic Search,2024-01-03,1,2024,2024-01,1
STU_04413,Canada,23-27,Postgraduate,Paid Ad,2024-04-30,4,2024,2024-04,0
STU_04414,India,18-22,Undergraduate,Paid Ad,2023-07-17,7,2023,2023-07,0
STU_04415,United States,23-27,Postgraduate,Referral,2023-11-05,11,2023,2023-11,1
STU_04416,United States,18-22,Postgraduate,Social Media,2023-09-16,9,2023,2023-09,0
STU_04417,Canada,23-27,Undergraduate,Paid Ad,2023-12-13,12,2023,2023-12,1
STU_04418,India,23-27,Undergraduate,Paid Ad,2023-07-19,7,2023,2023-07,1
STU_04419,United States,23-27,Postgraduate,Organic Search,2023-03-10,3,2023,2023-03,1
STU_04420,India,18-22,Undergraduate,Organic Search,2024-05-22,5,2024,2024-05,1
STU_04421,United States,23-27,Undergraduate,Social Media,2023-10-06,10,2023,2023-10,1
STU_04422,India,18-22,Undergraduate,Paid Ad,2022-07-27,7,2022,2022-07,1
STU_04423,India,28+,Undergraduate,Paid Ad,2023-10-10,10,2023,2023-10,1
STU_04424,United States,23-27,Undergraduate,Paid Ad,2023-09-08,9,2023,2023-09,0
STU_04425,India,18-22,Undergraduate,Organic Search,2022-10-10,10,2022,2022-10,0
STU_04426,India,23-27,Postgraduate,Paid Ad,2024-04-19,4,2024,2024-04,1
STU_04427,Others,23-27,Postgraduate,Referral,2023-06-01,6,2023,2023-06,0
STU_04428,India,28+,Undergraduate,Organic Search,2023-07-29,7,2023,2023-07,1
STU_04429,Australia,18-22,Postgraduate,Organic Search,2022-12-26,12,2022,2022-12,1
STU_04430,India,28+,Other,Referral,2023-06-18,6,2023,2023-06,1
STU_04431,India,28+,Other,Referral,2022-08-20,8,2022,2022-08,1
STU_04432,United States,23-27,Postgraduate,Organic Search,2022-11-19,11,2022,2022-11,0
STU_04433,India,23-27,Undergraduate,Social Media,2024-02-25,2,2024,2024-02,0
STU_04434,Australia,28+,Postgraduate,Paid Ad,2022-08-17,8,2022,2022-08,1
STU_04435,Canada,28+,Undergraduate,Paid Ad,2023-11-14,11,2023,2023-11,0
STU_04436,India,18-22,PhD,Paid Ad,2022-11-30,11,2022,2022-11,1
STU_04437,India,28+,Postgraduate,Referral,2024-01-07,1,2024,2024-01,0
STU_04438,India,18-22,Undergraduate,Organic Search,2023-11-28,11,2023,2023-11,1
STU_04439,India,18-22,Postgraduate,Social Media,2022-11-25,11,2022,2022-11,0
STU_04440,Others,28+,PhD,Referral,2023-02-03,2,2023,2023-02,1
STU_04441,United States,18-22,Other,Organic Search,2022-08-04,8,2022,2022-08,0
STU_04442,United States,18-22,Undergraduate,Organic Search,2023-03-30,3,2023,2023-03,0
STU_04443,India,18-22,Undergraduate,Organic Search,2023-06-07,6,2023,2023-06,1
STU_04444,India,18-22,Postgraduate,Referral,2023-04-11,4,2023,2023-04,1
STU_04445,United States,28+,Undergraduate,Referral,2022-07-19,7,2022,2022-07,1
STU_04446,India,18-22,PhD,Paid Ad,2023-04-17,4,2023,2023-04,0
STU_04447,India,28+,Undergraduate,Paid Ad,2023-04-09,4,2023,2023-04,0
STU_04448,United States,18-22,Other,Social Media,2024-02-02,2,2024,2024-02,1
STU_04449,India,18-22,Postgraduate,Email Campaign,2023-05-16,5,2023,2023-05,0
STU_04450,India,28+,Other,Referral,2022-09-14,9,2022,2022-09,0
STU_04451,United States,18-22,Undergraduate,Referral,2023-06-25,6,2023,2023-06,0
STU_04452,United States,23-27,Undergraduate,Organic Search,2024-05-20,5,2024,2024-05,0
STU_04453,India,18-22,PhD,Email Campaign,2022-10-05,10,2022,2022-10,1
STU_04454,United States,23-27,Other,Paid Ad,2022-08-25,8,2022,2022-08,0
STU_04455,Canada,23-27,Undergraduate,Organic Search,2023-06-26,6,2023,2023-06,1
STU_04456,India,23-27,Other,Organic Search,2024-03-08,3,2024,2024-03,1
STU_04457,United States,18-22,Postgraduate,Referral,2023-05-20,5,2023,2023-05,0
STU_04458,India,18-22,Undergraduate,Referral,2024-03-10,3,2024,2024-03,1
STU_04459,India,18-22,Other,Referral,2022-12-24,12,2022,2022-12,0
STU_04460,United States,23-27,Postgraduate,Organic Search,2023-03-01,3,2023,2023-03,1
STU_04461,Australia,18-22,Undergraduate,Organic Search,2023-09-18,9,2023,2023-09,1
STU_04462,United Kingdom,18-22,Other,Social Media,2024-06-04,6,2024,2024-06,0
STU_04463,United States,18-22,Postgraduate,Paid Ad,2022-06-24,6,2022,2022-06,1
STU_04464,India,23-27,Undergraduate,Email Campaign,2023-06-25,6,2023,2023-06,1
STU_04465,India,18-22,Undergraduate,Paid Ad,2022-06-14,6,2022,2022-06,1
STU_04466,United States,23-27,Undergraduate,Referral,2023-07-14,7,2023,2023-07,1
STU_04467,United States,28+,Postgraduate,Organic Search,2022-08-25,8,2022,2022-08,1
STU_04468,India,18-22,Other,Organic Search,2024-05-05,5,2024,2024-05,0
STU_04469,United Kingdom,18-22,Postgraduate,Paid Ad,2023-08-16,8,2023,2023-08,0
STU_04470,United States,18-22,Undergraduate,Email Campaign,2023-08-28,8,2023,2023-08,0
STU_04471,United Kingdom,18-22,Undergraduate,Email Campaign,2024-02-29,2,2024,2024-02,1
STU_04472,Canada,18-22,Postgraduate,Social Media,2022-10-10,10,2022,2022-10,0
STU_04473,Canada,23-27,Undergraduate,Organic Search,2024-06-14,6,2024,2024-06,0
STU_04474,United States,18-22,PhD,Referral,2023-03-11,3,2023,2023-03,0
STU_04475,United States,18-22,Undergraduate,Referral,2023-01-06,1,2023,2023-01,1
STU_04476,United States,28+,Undergraduate,Organic Search,2023-11-16,11,2023,2023-11,1
STU_04477,United States,18-22,Postgraduate,Referral,2024-06-05,6,2024,2024-06,1
STU_04478,United States,28+,Undergraduate,Paid Ad,2023-12-29,12,2023,2023-12,1
STU_04479,India,18-22,Postgraduate,Paid Ad,2024-01-24,1,2024,2024-01,1
STU_04480,India,18-22,Postgraduate,Paid Ad,2023-12-30,12,2023,2023-12,1
STU_04481,India,23-27,Postgraduate,Social Media,2023-12-22,12,2023,2023-12,1
STU_04482,Canada,18-22,Postgraduate,Organic Search,2023-07-29,7,2023,2023-07,0
STU_04483,United Kingdom,28+,Postgraduate,Organic Search,2023-06-12,6,2023,2023-06,0
STU_04484,Australia,23-27,Other,Referral,2023-11-21,11,2023,2023-11,1
STU_04485,India,18-22,Undergraduate,Social Media,2023-01-10,1,2023,2023-01,1
STU_04486,United States,18-22,Other,Paid Ad,2023-08-12,8,2023,2023-08,0
STU_04487,United States,18-22,Other,Organic Search,2024-03-16,3,2024,2024-03,0
STU_04488,United States,18-22,Undergraduate,Organic Search,2023-01-11,1,2023,2023-01,0
STU_04489,India,18-22,Postgraduate,Organic Search,2023-05-09,5,2023,2023-05,1
STU_04490,United States,23-27,Postgraduate,Organic Search,2023-05-19,5,2023,2023-05,1
STU_04491,United States,23-27,Undergraduate,Organic Search,2024-02-28,2,2024,2024-02,0
STU_04492,United States,18-22,Postgraduate,Referral,2022-08-05,8,2022,2022-08,0
STU_04493,India,18-22,Undergraduate,Referral,2022-11-08,11,2022,2022-11,1
STU_04494,United States,18-22,Undergraduate,Organic Search,2024-02-22,2,2024,2024-02,1
STU_04495,India,18-22,Postgraduate,Organic Search,2023-04-22,4,2023,2023-04,1
STU_04496,India,23-27,Undergraduate,Referral,2023-07-18,7,2023,2023-07,0
STU_04497,United States,18-22,Postgraduate,Social Media,2022-07-22,7,2022,2022-07,1
STU_04498,India,18-22,Undergraduate,Referral,2022-09-21,9,2022,2022-09,1
STU_04499,United States,18-22,Other,Organic Search,2023-09-30,9,2023,2023-09,1
STU_04500,United Kingdom,18-22,Postgraduate,Referral,2023-12-07,12,2023,2023-12,1
STU_04501,United States,23-27,Postgraduate,Organic Search,2023-07-26,7,2023,2023-07,1
STU_04502,Others,28+,PhD,Email Campaign,2022-07-21,7,2022,2022-07,1
STU_04503,India,18-22,Undergraduate,Social Media,2022-12-26,12,2022,2022-12,1
STU_04504,India,18-22,Postgraduate,Paid Ad,2023-01-11,1,2023,2023-01,1
STU_04505,India,18-22,Undergraduate,Paid Ad,2023-10-11,10,2023,2023-10,1
STU_04506,United States,28+,Undergraduate,Social Media,2023-02-06,2,2023,2023-02,1
STU_04507,Australia,28+,Undergraduate,Referral,2023-03-01,3,2023,2023-03,1
STU_04508,United States,23-27,Undergraduate,Referral,2022-07-20,7,2022,2022-07,0
STU_04509,United States,18-22,Postgraduate,Referral,2024-03-01,3,2024,2024-03,0
STU_04510,India,23-27,Other,Organic Search,2023-05-24,5,2023,2023-05,1
STU_04511,India,28+,PhD,Email Campaign,2024-06-25,6,2024,2024-06,0
STU_04512,Canada,23-27,PhD,Organic Search,2024-06-09,6,2024,2024-06,1
STU_04513,United States,23-27,PhD,Paid Ad,2022-06-21,6,2022,2022-06,1
STU_04514,India,18-22,Undergraduate,Referral,2022-11-10,11,2022,2022-11,1
STU_04515,United States,18-22,Undergraduate,Paid Ad,2024-03-18,3,2024,2024-03,1
STU_04516,Canada,28+,Undergraduate,Referral,2022-06-23,6,2022,2022-06,0
STU_04517,Australia,23-27,Undergraduate,Paid Ad,2024-01-05,1,2024,2024-01,1
STU_04518,United States,23-27,Undergraduate,Referral,2022-11-04,11,2022,2022-11,0
STU_04519,India,23-27,Undergraduate,Organic Search,2022-11-17,11,2022,2022-11,1
STU_04520,United Kingdom,23-27,Postgraduate,Referral,2023-11-15,11,2023,2023-11,1
STU_04521,India,18-22,Undergraduate,Referral,2023-10-01,10,2023,2023-10,1
STU_04522,United States,18-22,Undergraduate,Referral,2022-07-08,7,2022,2022-07,0
STU_04523,India,28+,Undergraduate,Referral,2024-05-26,5,2024,2024-05,1
STU_04524,United States,18-22,Undergraduate,Paid Ad,2024-04-04,4,2024,2024-04,0
STU_04525,India,23-27,Postgraduate,Social Media,2024-06-13,6,2024,2024-06,1
STU_04526,Australia,23-27,Undergraduate,Organic Search,2023-07-20,7,2023,2023-07,1
STU_04527,United States,18-22,Undergraduate,Organic Search,2024-01-29,1,2024,2024-01,1
STU_04528,United States,23-27,PhD,Referral,2023-05-08,5,2023,2023-05,0
STU_04529,India,18-22,PhD,Organic Search,2023-02-25,2,2023,2023-02,1
STU_04530,India,28+,Undergraduate,Paid Ad,2022-10-15,10,2022,2022-10,1
STU_04531,India,18-22,Other,Referral,2022-09-15,9,2022,2022-09,1
STU_04532,United States,28+,Undergraduate,Organic Search,2023-07-08,7,2023,2023-07,1
STU_04533,India,18-22,Undergraduate,Paid Ad,2022-11-03,11,2022,2022-11,0
STU_04534,United States,23-27,PhD,Paid Ad,2024-04-21,4,2024,2024-04,1
STU_04535,India,23-27,Postgraduate,Paid Ad,2023-10-13,10,2023,2023-10,1
STU_04536,United Kingdom,18-22,Postgraduate,Referral,2023-11-26,11,2023,2023-11,1
STU_04537,India,23-27,Postgraduate,Referral,2023-01-31,1,2023,2023-01,1
STU_04538,India,18-22,Undergraduate,Paid Ad,2023-04-04,4,2023,2023-04,0
STU_04539,United States,18-22,Other,Referral,2024-03-10,3,2024,2024-03,1
STU_04540,India,18-22,Postgraduate,Referral,2024-05-11,5,2024,2024-05,1
STU_04541,United States,18-22,Other,Paid Ad,2022-07-13,7,2022,2022-07,0
STU_04542,India,18-22,Postgraduate,Paid Ad,2022-07-08,7,2022,2022-07,1
STU_04543,India,23-27,Postgraduate,Organic Search,2023-09-15,9,2023,2023-09,1
STU_04544,Australia,23-27,Postgraduate,Organic Search,2022-07-07,7,2022,2022-07,1
STU_04545,India,23-27,Other,Organic Search,2023-12-09,12,2023,2023-12,1
STU_04546,Australia,18-22,Postgraduate,Paid Ad,2023-07-13,7,2023,2023-07,0
STU_04547,United States,23-27,Other,Paid Ad,2023-01-29,1,2023,2023-01,1
STU_04548,India,18-22,Undergraduate,Email Campaign,2023-02-11,2,2023,2023-02,1
STU_04549,United Kingdom,23-27,Postgraduate,Organic Search,2024-04-20,4,2024,2024-04,1
STU_04550,India,23-27,Undergraduate,Organic Search,2022-10-10,10,2022,2022-10,1
STU_04551,United Kingdom,23-27,Postgraduate,Organic Search,2023-05-20,5,2023,2023-05,1
STU_04552,United States,28+,Undergraduate,Referral,2024-02-09,2,2024,2024-02,0
STU_04553,India,28+,Other,Organic Search,2023-01-19,1,2023,2023-01,0
STU_04554,United States,18-22,PhD,Organic Search,2024-06-14,6,2024,2024-06,1
STU_04555,Others,18-22,Postgraduate,Email Campaign,2023-11-15,11,2023,2023-11,1
STU_04556,India,23-27,Postgraduate,Social Media,2024-04-11,4,2024,2024-04,0
STU_04557,Canada,23-27,Undergraduate,Social Media,2023-08-22,8,2023,2023-08,1
STU_04558,India,28+,Undergraduate,Social Media,2023-05-17,5,2023,2023-05,1
STU_04559,Australia,23-27,Postgraduate,Organic Search,2024-01-27,1,2024,2024-01,1
STU_04560,India,28+,Undergraduate,Social Media,2023-11-18,11,2023,2023-11,1
STU_04561,United Kingdom,18-22,Undergraduate,Referral,2022-12-18,12,2022,2022-12,1
STU_04562,United Kingdom,18-22,Undergraduate,Paid Ad,2022-11-10,11,2022,2022-11,0
STU_04563,United Kingdom,18-22,Undergraduate,Referral,2024-01-03,1,2024,2024-01,1
STU_04564,United States,18-22,Postgraduate,Paid Ad,2023-04-23,4,2023,2023-04,1
STU_04565,India,23-27,Undergraduate,Organic Search,2023-01-06,1,2023,2023-01,1
STU_04566,India,23-27,Postgraduate,Social Media,2023-11-16,11,2023,2023-11,0
STU_04567,India,18-22,Undergraduate,Paid Ad,2023-05-17,5,2023,2023-05,1
STU_04568,India,18-22,PhD,Referral,2023-05-13,5,2023,2023-05,1
STU_04569,India,28+,Postgraduate,Paid Ad,2024-01-29,1,2024,2024-01,0
STU_04570,United Kingdom,18-22,Undergraduate,Organic Search,2023-12-02,12,2023,2023-12,1
STU_04571,India,28+,Undergraduate,Paid Ad,2022-10-16,10,2022,2022-10,1
STU_04572,India,18-22,Undergraduate,Organic Search,2023-04-28,4,2023,2023-04,1
STU_04573,Australia,18-22,Undergraduate,Paid Ad,2022-12-30,12,2022,2022-12,0
STU_04574,United States,23-27,Postgraduate,Organic Search,2023-03-26,3,2023,2023-03,1
STU_04575,United States,18-22,Postgraduate,Referral,2024-04-11,4,2024,2024-04,1
STU_04576,United States,18-22,Undergraduate,Paid Ad,2024-06-28,6,2024,2024-06,0
STU_04577,India,28+,Undergraduate,Organic Search,2024-03-13,3,2024,2024-03,1
STU_04578,India,18-22,Undergraduate,Paid Ad,2023-11-11,11,2023,2023-11,0
STU_04579,India,28+,Postgraduate,Paid Ad,2023-01-14,1,2023,2023-01,1
STU_04580,United Kingdom,18-22,Undergraduate,Organic Search,2023-05-03,5,2023,2023-05,0
STU_04581,India,18-22,Other,Referral,2022-08-25,8,2022,2022-08,0
STU_04582,India,28+,Postgraduate,Paid Ad,2022-06-21,6,2022,2022-06,0
STU_04583,United States,23-27,Undergraduate,Organic Search,2024-06-06,6,2024,2024-06,1
STU_04584,Others,23-27,Postgraduate,Referral,2024-04-08,4,2024,2024-04,1
STU_04585,United States,18-22,Postgraduate,Organic Search,2022-08-10,8,2022,2022-08,0
STU_04586,United States,23-27,Undergraduate,Organic Search,2022-10-24,10,2022,2022-10,1
STU_04587,Australia,18-22,Undergraduate,Social Media,2023-05-07,5,2023,2023-05,0
STU_04588,Others,18-22,Undergraduate,Organic Search,2023-05-16,5,2023,2023-05,1
STU_04589,Australia,18-22,Postgraduate,Paid Ad,2024-06-22,6,2024,2024-06,0
STU_04590,India,28+,Other,Organic Search,2023-11-09,11,2023,2023-11,0
STU_04591,United States,23-27,PhD,Organic Search,2023-06-12,6,2023,2023-06,0
STU_04592,India,18-22,Undergraduate,Social Media,2024-03-16,3,2024,2024-03,1
STU_04593,United States,18-22,Undergraduate,Paid Ad,2022-08-26,8,2022,2022-08,0
STU_04594,India,18-22,Undergraduate,Organic Search,2024-05-23,5,2024,2024-05,1
STU_04595,India,23-27,Undergraduate,Paid Ad,2022-08-30,8,2022,2022-08,1
STU_04596,United States,23-27,Postgraduate,Email Campaign,2024-03-12,3,2024,2024-03,1
STU_04597,United States,23-27,Undergraduate,Social Media,2024-02-08,2,2024,2024-02,1
STU_04598,India,18-22,Undergraduate,Organic Search,2022-12-14,12,2022,2022-12,0
STU_04599,India,28+,Postgraduate,Organic Search,2022-08-15,8,2022,2022-08,1
STU_04600,India,28+,Postgraduate,Referral,2023-07-07,7,2023,2023-07,1
STU_04601,India,18-22,Undergraduate,Referral,2022-12-31,12,2022,2022-12,1
STU_04602,United States,28+,Undergraduate,Organic Search,2023-07-19,7,2023,2023-07,1
STU_04603,India,28+,Postgraduate,Referral,2023-01-16,1,2023,2023-01,0
STU_04604,United States,23-27,PhD,Social Media,2024-06-03,6,2024,2024-06,1
STU_04605,United Kingdom,18-22,Undergraduate,Organic Search,2023-09-27,9,2023,2023-09,0
STU_04606,United States,18-22,Postgraduate,Paid Ad,2024-06-09,6,2024,2024-06,0
STU_04607,India,18-22,Postgraduate,Social Media,2023-05-15,5,2023,2023-05,0
STU_04608,India,28+,Undergraduate,Social Media,2024-01-22,1,2024,2024-01,0
STU_04609,India,18-22,Undergraduate,Organic Search,2023-12-07,12,2023,2023-12,1
STU_04610,India,23-27,PhD,Social Media,2023-10-09,10,2023,2023-10,1
STU_04611,United States,18-22,Undergraduate,Social Media,2024-01-15,1,2024,2024-01,1
STU_04612,United States,28+,Undergraduate,Organic Search,2022-07-23,7,2022,2022-07,1
STU_04613,United States,18-22,Undergraduate,Organic Search,2023-03-24,3,2023,2023-03,0
STU_04614,India,18-22,Postgraduate,Organic Search,2023-09-10,9,2023,2023-09,1
STU_04615,India,18-22,Undergraduate,Paid Ad,2024-04-27,4,2024,2024-04,0
STU_04616,United States,18-22,Undergraduate,Social Media,2023-06-25,6,2023,2023-06,1
STU_04617,United States,18-22,PhD,Referral,2024-01-26,1,2024,2024-01,0
STU_04618,India,18-22,Undergraduate,Paid Ad,2022-08-09,8,2022,2022-08,1
STU_04619,Canada,28+,Undergraduate,Paid Ad,2023-08-28,8,2023,2023-08,1
STU_04620,India,23-27,PhD,Organic Search,2024-03-31,3,2024,2024-03,1
STU_04621,United States,28+,PhD,Email Campaign,2023-09-23,9,2023,2023-09,1
STU_04622,India,18-22,Undergraduate,Paid Ad,2022-08-27,8,2022,2022-08,1
STU_04623,India,18-22,Postgraduate,Paid Ad,2024-02-02,2,2024,2024-02,0
STU_04624,Australia,18-22,Undergraduate,Organic Search,2024-03-30,3,2024,2024-03,0
STU_04625,India,18-22,Postgraduate,Email Campaign,2023-02-03,2,2023,2023-02,1
STU_04626,India,18-22,Postgraduate,Organic Search,2023-06-24,6,2023,2023-06,0
STU_04627,United States,28+,Postgraduate,Referral,2023-06-22,6,2023,2023-06,1
STU_04628,India,18-22,Undergraduate,Paid Ad,2024-02-17,2,2024,2024-02,1
STU_04629,United States,18-22,Postgraduate,Organic Search,2022-10-22,10,2022,2022-10,0
STU_04630,India,18-22,Other,Organic Search,2022-07-20,7,2022,2022-07,0
STU_04631,India,23-27,Postgraduate,Organic Search,2023-12-22,12,2023,2023-12,1
STU_04632,United States,23-27,Postgraduate,Organic Search,2024-01-14,1,2024,2024-01,1
STU_04633,Others,28+,Postgraduate,Organic Search,2023-05-25,5,2023,2023-05,1
STU_04634,India,28+,Other,Paid Ad,2023-08-29,8,2023,2023-08,0
STU_04635,United States,28+,Undergraduate,Paid Ad,2023-10-05,10,2023,2023-10,0
STU_04636,India,23-27,Undergraduate,Referral,2023-12-10,12,2023,2023-12,0
STU_04637,India,28+,Other,Organic Search,2022-11-20,11,2022,2022-11,0
STU_04638,Others,28+,Postgraduate,Email Campaign,2024-02-27,2,2024,2024-02,0
STU_04639,United Kingdom,23-27,Postgraduate,Paid Ad,2024-01-28,1,2024,2024-01,1
STU_04640,India,28+,Undergraduate,Social Media,2023-10-09,10,2023,2023-10,1
STU_04641,United Kingdom,28+,Postgraduate,Referral,2023-02-13,2,2023,2023-02,1
STU_04642,United States,23-27,Undergraduate,Organic Search,2022-09-24,9,2022,2022-09,1
STU_04643,India,18-22,Postgraduate,Organic Search,2023-01-27,1,2023,2023-01,1
STU_04644,India,18-22,Postgraduate,Organic Search,2023-04-28,4,2023,2023-04,0
STU_04645,Australia,18-22,Undergraduate,Referral,2022-11-01,11,2022,2022-11,0
STU_04646,United States,23-27,Undergraduate,Email Campaign,2022-08-24,8,2022,2022-08,1
STU_04647,United States,23-27,Postgraduate,Referral,2023-03-10,3,2023,2023-03,1
STU_04648,India,18-22,Undergraduate,Referral,2023-03-03,3,2023,2023-03,1
STU_04649,India,18-22,Postgraduate,Paid Ad,2022-09-09,9,2022,2022-09,1
STU_04650,India,23-27,Undergraduate,Paid Ad,2022-07-23,7,2022,2022-07,0
STU_04651,United States,28+,PhD,Organic Search,2023-03-27,3,2023,2023-03,0
STU_04652,United States,23-27,Other,Referral,2023-06-17,6,2023,2023-06,1
STU_04653,United States,18-22,Undergraduate,Organic Search,2023-11-30,11,2023,2023-11,1
STU_04654,Others,18-22,Undergraduate,Paid Ad,2023-08-31,8,2023,2023-08,1
STU_04655,United States,23-27,Undergraduate,Referral,2024-04-10,4,2024,2024-04,1
STU_04656,India,18-22,Undergraduate,Referral,2023-06-09,6,2023,2023-06,0
STU_04657,United States,18-22,Undergraduate,Organic Search,2023-10-08,10,2023,2023-10,1
STU_04658,Canada,18-22,Postgraduate,Paid Ad,2022-10-01,10,2022,2022-10,1
STU_04659,India,23-27,PhD,Social Media,2024-05-22,5,2024,2024-05,1
STU_04660,United Kingdom,23-27,Postgraduate,Paid Ad,2022-12-20,12,2022,2022-12,1
STU_04661,Others,23-27,Undergraduate,Organic Search,2023-12-01,12,2023,2023-12,1
STU_04662,Canada,28+,Postgraduate,Organic Search,2023-08-14,8,2023,2023-08,1
STU_04663,Australia,23-27,PhD,Paid Ad,2022-06-20,6,2022,2022-06,0
STU_04664,Others,28+,Other,Organic Search,2022-09-22,9,2022,2022-09,0
STU_04665,United States,18-22,Undergraduate,Referral,2023-01-30,1,2023,2023-01,1
STU_04666,India,18-22,Undergraduate,Paid Ad,2023-12-11,12,2023,2023-12,0
STU_04667,United States,18-22,Other,Paid Ad,2023-09-25,9,2023,2023-09,0
STU_04668,India,23-27,Undergraduate,Referral,2023-10-05,10,2023,2023-10,1
STU_04669,Canada,23-27,Undergraduate,Paid Ad,2023-05-17,5,2023,2023-05,0
STU_04670,India,18-22,Other,Referral,2023-06-21,6,2023,2023-06,0
STU_04671,Canada,28+,Postgraduate,Social Media,2023-01-15,1,2023,2023-01,0
STU_04672,India,28+,Undergraduate,Paid Ad,2024-01-07,1,2024,2024-01,1
STU_04673,India,23-27,PhD,Email Campaign,2023-03-31,3,2023,2023-03,0
STU_04674,India,18-22,Postgraduate,Paid Ad,2024-06-08,6,2024,2024-06,1
STU_04675,United States,18-22,PhD,Paid Ad,2023-01-20,1,2023,2023-01,0
STU_04676,Canada,18-22,Undergraduate,Organic Search,2024-05-11,5,2024,2024-05,1
STU_04677,United Kingdom,18-22,Postgraduate,Organic Search,2023-07-28,7,2023,2023-07,0
STU_04678,Others,28+,Postgraduate,Organic Search,2024-03-06,3,2024,2024-03,1
STU_04679,India,23-27,PhD,Paid Ad,2024-05-28,5,2024,2024-05,0
STU_04680,United States,28+,Undergraduate,Email Campaign,2023-02-20,2,2023,2023-02,1
STU_04681,United States,23-27,Undergraduate,Referral,2022-06-12,6,2022,2022-06,1
STU_04682,United States,28+,Undergraduate,Social Media,2023-05-04,5,2023,2023-05,1
STU_04683,United States,18-22,Postgraduate,Referral,2024-01-11,1,2024,2024-01,0
STU_04684,India,18-22,Postgraduate,Referral,2024-02-22,2,2024,2024-02,0
STU_04685,Others,18-22,Postgraduate,Referral,2022-08-24,8,2022,2022-08,1
STU_04686,United States,23-27,Postgraduate,Paid Ad,2022-11-15,11,2022,2022-11,1
